,회사명,거래소코드,회계년도,상장일,상장폐지일,삭제여부,사유,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용)
1130,(주)디지텍시스템스,91690,Dec-12,2007-07-04,2015-01-21,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,71.77,25.27,17.08,52.1,19.49,74.51,130.52,14.37,11.65,4.34,6.58,4.52,8.36,767,15768.88,1.04,1.93,3.1,5.01,4.75,6.95,52.54,72.83,76.79,0.01,0.35,1,1.57,2.28,144.7,106.72,19.79,104.97,21.61,1783.75,61.56,69.97,48.79,56735.34,20.67,84.77,184.07,23.96,61.79,38.21,18.13,3.52,5.06
1131,(주)디지텍시스템스,91690,Dec-13,2007-07-04,2015-01-21,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-2.09,10.14,18.47,-22.36,-75.26,-39.89,0,-13.58,4.42,-38.54,-8.88,-36.65,-106.97,-6106,15439.7,0.95,2.78,2.57,4.93,4.61,4.8,76.01,73.98,79.15,0.01,0.21,0.77,1.51,2.17,71.6,44.58,1.6,543.19,-21.49,441.31,294.79,54.17,15.55,-58960.15,-27.66,-74.4,-181.5,-25.43,0,0,0,2.95,-4.54
1155,(주)디피앤케이,189700,Dec-14,2014-06-10,2017-08-31,,,"  의복, 의복 액세서리 및 모피제품 제조업",4,0,0,0,0,0,0,0,0,54.04,10.81,18.27,13.54,26.91,241,2630.28,1.25,2.49,4.19,4,4.07,27.17,13.43,91.27,89.65,0.01,0,1.21,1.79,3.23,209.37,115.79,0.71,98.78,36.61,211.24,59.46,70.09,50.31,2640.01,26.53,135.85,5781.9,21.18,27.11,72.89,51.03,6.41,16.42
1156,(주)디피앤케이,189700,Dec-15,2014-06-10,2017-08-31,,,"  의복, 의복 액세서리 및 모피제품 제조업",4,5.03,286.03,173.72,73.99,5.29,31.11,0,58.78,49.48,-7.4,-8.78,-7.1,-18.75,-129,1805.34,0.96,2.53,2.34,3.25,5.23,12.91,28.28,112.43,69.82,0.01,0,1.04,1.63,3.25,159.72,73.24,3.32,226.93,19.71,145.63,154.63,52.7,30.59,53.57,0.31,0.85,67.83,0.41,1862.88,-1762.88,-1809.87,2.79,-8.37
1157,(주)디피앤케이,189700,Dec-16,2014-06-10,2017-08-31,,,"  의복, 의복 액세서리 및 모피제품 제조업",4,27.03,-31.04,-35.21,-22.49,-82.88,-11.07,0,-51.1,28.15,-26.38,-21.48,-28.51,-141.25,-602,2283,1.08,5.35,2.46,4.51,7,7.91,46.14,80.86,52.16,0.01,0.28,1.1,1.93,3.36,112.72,79.16,0.37,1379.8,6.82,24.94,585.07,60.46,6.76,-2454.44,-18.26,-63.27,-4378.16,-14.76,0,0,0,2.64,-14.61
1249,(주)렉스엘이앤지,4790,Dec-11,1995-12-23,2014-03-04,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-11.38,1.15,8.35,27.65,54.9,41.13,0,20.88,19.65,0.65,1.99,0.29,1.23,3,2061.54,0.45,1.9,1.19,1.65,1.77,0.95,383.06,221.1,205.92,0.02,0.4,0.32,0.72,1.27,87.58,52.04,6.69,293.15,-9.23,263.29,137.26,65.09,25.44,4256.26,6.62,24.66,105.3,16.63,52.83,47.17,3.89,1.43,1.14
1250,(주)렉스엘이앤지,4790,Dec-12,1995-12-23,2014-03-04,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-68.29,-83.29,-79.37,-73.42,-99.06,-70.23,0,-78.84,-18.92,-233.09,-39.2,-46.52,-229.36,-1463,622.26,0.2,0.98,0.6,0.79,0.77,0.51,715.95,462.27,473.95,0,0.95,0.14,0.3,0.48,74.27,52.85,3.14,10991.51,-25.26,2.19,3005.63,72.9,0.9,-13003.27,-76.13,-609.05,-684.25,-160.19,0,0,0,0.77,-14.7
1251,(주)렉스엘이앤지,4790,Dec-13,1995-12-23,2014-03-04,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-63.4,-38.91,-36.11,-57.02,-1068.12,-64.79,0,-85.89,-44.28,-152.41,-47.85,-37.08,0,-2166,357.58,0.24,0,0.78,1.45,1.24,2.58,141.65,251.68,294.88,0,8.99,0.14,0.35,0.47,57.83,51.15,3.08,0,-43.55,-115.71,0,59.72,0,-2364.9,-32.21,-137.23,-145.19,-79.6,0,0,0,1.23,-11.93
1297,(주)룩손에너지홀딩스,33550,Dec-11,1998-01-13,2013-05-07,,,  도매 및 상품 중개업,4,80.42,-30.8,-15.57,-12.98,15.88,-11.02,0,-17.68,9.41,1.09,4.78,1.38,5.97,50,4616.68,1.26,5.47,2.97,7.66,5.17,9.48,38.5,47.67,70.55,0.01,0.3,0.96,2.2,3.09,81.84,59.3,2.69,275.59,-12.9,181.12,157.28,58.13,26.63,7573.04,15.47,93.28,151.47,11.4,39.15,60.85,9.57,6.56,0.82
1298,(주)룩손에너지홀딩스,33550,Dec-12,1998-01-13,2013-05-07,,,  도매 및 상품 중개업,4,-39.07,-14.87,-11.89,-33.83,-64.6,-49.64,0,-41.23,4.6,-24.61,-11.13,-24.49,-112.9,-607,2390.1,1,4.59,2.1,6.51,3.77,7.8,46.79,56.08,96.72,0.01,0.4,0.78,1.89,2.67,53.77,36.49,1.77,601.99,-38.04,53.32,391.42,44.24,14.25,-3779.78,-11.67,-60.03,-104.64,-9.33,0,0,0,5.28,-1.31
1361,(주)마이스코,88700,Dec-11,2008-01-25,2013-05-04,,,  금속가공제품 제조업; 기계 및 가구 제외,4,48.25,6,6.43,0.65,-14.74,-8.24,0,-3.04,0.71,-10.27,-2.54,-5.88,-16.58,-1058,10090.66,0.57,1.61,0.92,4.5,3.11,12.96,28.16,81.17,117.18,0.01,0,0.7,1.52,2.3,104.49,68.15,5.64,207.43,1.54,1150.8,197.04,35.91,32.53,9337.56,4.4,7.16,12.76,7.71,66.14,33.86,-133.2,0.94,-0.76
1362,(주)마이스코,88700,Dec-12,2008-01-25,2013-05-04,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-3.02,-4.05,-4.62,-12.46,-36.48,-26.46,0,-44.82,-5.4,-22.19,-8.25,-13.09,-46.17,-2103,9717.9,0.59,2.08,0.88,5.71,3.09,21.1,17.29,63.94,118.27,0.01,0,0.75,1.78,2.58,52.4,38.73,2.79,323.68,-27.4,697.1,295.86,30.17,23.6,-933.98,-0.5,-0.75,-1.34,-0.8,0,0,0,0.9,-1.88
1497,(주)모다,149940,Dec-12,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-30.84,-3.9,1.05,17.27,64.48,26.04,-83.03,-8.5,26.19,2.97,5.52,4.93,6.62,253,7780.16,1.66,2.23,5.12,4.89,17.1,80.47,4.54,74.71,21.35,0.01,0,1.91,2.46,4.97,865.87,491.73,263.85,16.43,61.7,848.46,35.21,69.76,85.89,6110.44,25.21,215.57,224.69,16.36,61.9,38.1,18.13,12.48,25.14
1498,(주)모다,149940,Dec-13,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-9.01,-1.99,6.38,0.2,3.85,-2.48,-35.41,-26.23,32.62,2.11,4.37,2.95,3.37,73,3462.53,1.4,1.6,4.49,5.35,14.75,73.87,4.94,68.18,24.74,0.01,0,1.86,2.04,3.28,1312.16,883.28,725.44,12.33,62.72,440.58,36.07,67.89,89.02,5727.99,23.58,201.01,214.21,16.85,71.72,28.28,12.49,11.7,2592.75
1499,(주)모다,149940,Dec-14,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-43.3,-3.38,20.97,10.97,-20.55,6.24,0,-2.2,13.56,-33.29,-26.05,-25.03,-33.06,-653,1963.11,0.75,0.99,2.24,3.61,12.54,17.59,20.75,100.98,29.1,0.01,0,1.03,1.13,1.65,755.01,527.83,87.69,56.9,56.39,350.03,54.92,65,63.73,-1445.56,-5.36,-53.64,-57.38,-7.5,0,0,0,6.82,-14.78
1500,(주)모다,149940,Dec-15,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,15.29,-7.97,-0.1,7.55,-11.75,11.67,0,30.17,30.7,-14.16,-12.11,-11.25,-19.45,-321,2263.24,0.79,1.37,2.36,3.66,7.62,16.04,22.75,99.68,47.93,0.01,0,0.92,1.2,1.78,225.29,146.27,21.65,91.21,37.53,308.91,62.17,67.49,52.3,2312.2,7.98,91.75,97.59,10.41,160.06,-60.06,-136.06,8.33,-5.83
1501,(주)모다,149940,Dec-16,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,47.97,2.88,2.4,1.21,-1.23,-31,7521.75,0.42,1.36,0.72,12.76,5.38,6.4,56.99,28.61,67.88,0.03,0.09,0.43,1.02,1.11,72.28,66.49,10.27,224.22,-15.79,460.13,190.76,41.16,30.84,25472.5,11.41,206.32,1038.88,27.11,56.53,43.47,10.61,7.61,1.41
1502,(주)모다,149940,Dec-17,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,26.16,6,39.28,72.49,-72.31,119.96,0,9.83,68.51,-36.6,-0.57,-14.27,-209.67,-2556,6258.31,0.39,1.36,0.75,15.34,7.58,8.64,42.23,23.79,48.13,0.03,0.07,0.34,0.81,0.85,73.21,70.28,12.58,265.42,-19.21,83.37,173.61,52.49,27.37,12618.19,3.28,96.79,423.39,10.65,208.76,-108.76,-343.83,9.32,-0.25
1503,(주)모다,149940,Dec-18,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-7.46,-8.99,-29.36,-40.27,37.17,-50.14,0,-28.91,70.81,-5.31,-1.97,-1.89,-105.84,-482,5183.22,0.36,1.32,0.7,15.85,11.25,11.5,31.74,23.03,32.45,0.04,0.06,0.3,0.72,0.76,61.35,57.85,8.99,277.52,-27.6,103.15,212.11,43.82,26.49,52660.94,22.9,442.17,0,48.01,46.89,53.11,-11.05,8.78,-0.35
1504,(주)모다,149940,Dec-19,2012-09-25,2020-07-10,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-34.89,-19.06,-46.27,-34.79,-1.77,-20.06,0,-89.12,88.58,-28.28,-1.67,-10.63,-159.31,-814,3374.86,0.38,1.61,0.72,22.4,13.81,20.66,17.67,16.29,26.44,0.04,0.06,0.31,0.79,0.82,70.07,69.53,21.21,434.64,-22.94,101.32,247.48,53.71,18.7,15769.01,10.51,163.58,0,22.08,129.11,-29.11,-128.07,6.63,-0.62
1525,(주)모린스,110310,Dec-11,2009-09-25,2014-04-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-74.01,0.46,-3.03,-21.07,-39.21,-60.42,0,-46.7,-28.85,-118.27,-24.99,-28.8,-43.51,-1661,1372.02,0.24,0.37,0.32,4.59,9.05,26.76,13.64,79.5,40.35,0.01,0,0.53,0.99,1.27,36.42,26.76,14.83,76.27,-27.51,564.02,148.49,15.76,56.73,-10736.16,-15.29,-19.96,-40.86,-55.41,0,0,0,0.35,-15.43
1526,(주)모린스,110310,Dec-12,2009-09-25,2014-04-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,91.94,22.29,21.95,26.14,-41,48.55,0,87.68,-5.34,-57.22,-22.69,-26.81,-67.21,-1574,2633.51,0.47,1.17,0.57,8.81,15.51,6.9,52.89,41.42,23.53,0.08,0.06,0.62,2.71,3.9,26.57,17.67,5.64,276.85,-51.28,332.78,306.91,18.56,26.54,-11255.35,-12.71,-18.89,-42.41,-30.26,0,0,0,0.6,-8.47
1527,(주)모린스,110310,Dec-13,2009-09-25,2014-04-11,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,-37.22,-74.76,-33.88,-43.92,0,0,2762.26,0.59,0,0.63,0,87.07,2.85,127.87,0,4.19,0,0.01,0.52,8.93,8.93,6.25,6.25,1.05,0,-98.8,-72.22,0,6.58,0,-29162.39,-43.92,-48.14,0,-74.76,0,0,0,0.64,999999999
1579,(주)미래자원엠엘,233190,Dec-15,2015-12-24,2017-12-28,삭제,(코넥스),  식료품 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,(주)미래자원엠엘,233190,Dec-16,2015-12-24,2017-12-28,삭제,,  식료품 제조업,4,0,0,0,0,0,0,0,0,16.57,4.11,11.45,7.28,10.39,626,13744.54,1.77,2.53,9.48,14.04,4.95,39.49,9.24,26,73.72,0.01,0,1.6,2.18,2.58,273.77,231.26,90.69,42.66,51.61,5435.48,26.67,81.3,70.1,3957.83,17.01,305.59,1160.78,9.6,44.51,55.49,42.79,13.86,53.33
1591,(주)미성포리테크,94700,Dec-11,2007-12-20,2012-04-13,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-41.46,-10.02,-12.04,-22.1,-122.63,-37.47,0,-12.27,-7.5,-44.18,-22.68,-27.34,-331.78,-2220,4905.06,0.62,0,0.97,3.19,5.72,0,0,114.54,63.76,0.01,0.11,0.53,1.71,3.7,34.08,11.85,1.76,0,-61.46,-76.44,0,31.77,0,-27118.01,-31.14,-49.54,-124.86,-44.07,0,0,0,1.06,999999999
1666,(주)바이오빌,65940,Dec-11,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,34.81,8.19,221.99,60.1,18.16,-47.25,0,7.08,6.43,-9.54,-5.74,-4.36,-5.77,-214,2159.22,0.46,0.61,0.71,6.03,8.77,17.05,21.41,60.49,41.62,0.01,0,1.11,1.29,1.65,295.87,200.84,79.36,50.51,13.12,772.91,120.69,19.81,66.44,997.52,1.72,7.71,1051.71,4.62,338.64,-238.64,-206.54,1.73,-8.69
1667,(주)바이오빌,65940,Dec-12,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,20.25,0.02,-2.6,22.48,-47.78,123.97,0,14.17,27.52,-16.94,-1.68,-6.8,-15.02,0,2596.4,0.4,0.88,0.56,6.55,9.51,19.23,18.98,55.71,38.39,0.01,0,0.68,1.39,1.77,74.42,62.23,23.13,245.74,-12.45,403.62,220.49,36.23,28.92,3189.24,4.48,24.64,2595,12.28,158.11,-58.11,-137.92,2.01,-0.77
1668,(주)바이오빌,65940,Dec-13,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,1.63,47.33,9.16,-9.31,106.85,-41.84,0,-3.39,26.03,-27.39,-5.04,-10.64,-23.08,-509,1875.28,0.39,0.84,0.56,6.35,9.28,22.27,16.39,57.46,39.33,0.01,0,0.59,1.29,1.62,102.89,74.91,16.3,53.57,0.65,593.38,117.89,23.23,65.12,1384.23,2.14,7.26,1225.74,5.25,500.08,-400.08,-522.11,1.65,-1.77
1669,(주)바이오빌,65940,Dec-14,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-7.35,7.16,-3.98,12.2,9.66,65.67,0,-3.03,29.48,14.92,-0.85,5.32,8.09,252,1737.49,0.36,0.55,0.5,6.08,8.33,28.74,12.7,60.03,43.81,0.01,0,0.63,1.23,1.54,106.53,89.57,12.03,57.36,2.1,650.72,103.37,34.31,63.55,10890.82,15.02,54.25,11592.51,44.55,43.98,56.02,33.49,1.24,-0.84
1670,(주)바이오빌,65940,Dec-15,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,24.13,-28.9,41.56,25.57,23.83,-5.06,21.61,-4.06,37.64,14.08,-2.07,5.22,8.4,298,2005.98,0.37,0.59,0.53,7.82,8.8,44.85,8.14,46.65,41.49,0.01,0,0.68,1.25,1.49,137.17,115.11,29.72,59.4,7.03,749.46,118.05,25.94,62.73,13380.79,14.7,92.12,6492.88,44.09,44.24,55.76,31.92,1.74,-2.13
1671,(주)바이오빌,65940,Dec-16,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,7.67,20.37,-19.7,18.4,23.47,127.17,-339.09,36.66,43.2,-32.23,-1.1,-10.6,-16.25,-549,1692.48,0.33,0.51,0.54,7.27,8.09,31.91,11.44,50.2,45.1,0.01,0,0.6,0.85,0.96,376.42,340,72.74,53.6,36.55,670.09,77.15,49.77,65.1,-2382.86,-2.21,-13.63,-134.91,-7.29,0,0,0,2.04,-2
1672,(주)바이오빌,65940,Dec-17,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,54.11,105.53,136.87,88.53,-3.13,39.74,0,86.74,39.9,-50.01,-5.79,-16.2,-36.76,-1105,2196.25,0.32,0.68,0.55,6.77,8.1,17.32,21.07,53.94,45.04,0.01,0,0.4,0.78,0.89,69.92,60.88,5.75,162.77,-15.87,575.76,165.83,36.89,38.06,-9218.68,-4.54,-26.89,-218.53,-18.31,0,0,0,1.89,-2.33
1673,(주)바이오빌,65940,Dec-18,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,109.66,38.99,25.4,24.69,-34.7,23.47,0,6.33,11.35,-92.4,-11.74,-42.74,-170.04,-3019,3221.23,0.46,1.61,0.73,10.56,9.81,18.61,19.61,34.57,37.2,0.02,0.57,0.46,1.26,1.43,50.95,45.27,9.11,373.74,-35.17,201.31,300.69,36.53,21.11,-56848.69,-22.44,-117.28,-1036.38,-53.85,0,0,0,2.46,-2.41
1674,(주)바이오빌,65940,Dec-19,2003-01-07,2020-07-31,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,-67.34,-62.55,-41.74,-48.51,-71.68,-60.27,0,-50.64,10.01,-91.46,-7.14,-16.43,-111.07,-1000,783.69,0.18,1.04,0.27,4.48,5.01,7.34,49.76,81.49,72.89,0.01,0.46,0.17,0.53,0.61,36.14,31.14,8.54,937.12,-49.81,57.02,744.82,28.18,9.64,-23824.48,-18.26,-140.73,-1416.56,-69.11,0,0,0,1,-8.31
1754,(주)보광티에스,66690,Dec-11,2008-10-06,2012-05-01,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-61.43,-36.81,-39.32,-26.25,-42.4,-13.2,0,-86.43,-51.78,-475.44,-74.54,-78.28,-727.65,-1022,127.89,0.16,1.53,0.36,11.61,3.96,4.33,84.32,31.43,92.21,0.03,0.09,0.12,0.31,0.31,68.1,67.64,0.44,979.56,-27.58,12.22,443.88,58.88,9.26,-19133.16,-76.69,-428.92,-2799.32,-395.42,0,0,0,0.84,-15.91
1760,(주)본느,242420,Dec-16,2016-05-16,2018-10-29,삭제,에이치엠씨아이비제3호기업인수목적(주)와 합병,  화학물질 및 화학제품 제조업; 의약품 제외,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,(주)본느,242420,Dec-17,2016-05-16,2018-10-29,삭제,"코스닥시장 합병신주 상장 (액면가 100원 주식수 29,097,696주)",  화학물질 및 화학제품 제조업; 의약품 제외,4,0,0,0,0,0,0,0,0,41.78,12,31.21,21.41,30.68,973,7288.6,1.78,2.56,17.76,12.92,6.12,18.52,19.71,28.24,59.64,0.01,1.89,1.51,1.98,2.34,322.39,272.93,134.49,43.34,62.05,570.16,14.4,89.95,69.76,6020.76,45.44,3214.78,340733.19,25.47,40.47,59.53,47.11,126.2,30.4
1832,(주)블루젬디앤씨,53040,Dec-11,2001-08-09,2012-05-17,,,  화학물질 및 화학제품 제조업; 의약품 제외,4,14.25,79.26,64.78,24.32,89.77,-15.69,0,-81.84,24.33,-14.14,1.27,-4.59,-9.89,0,1912.47,0.32,0.7,0.55,3.61,2.91,2.88,126.6,101.24,125.51,0.01,0.28,0.38,0.79,1,107.41,99.54,2.68,82.36,2.35,474.95,120.19,34.09,54.84,2725.65,3.5,9.11,0,11.96,0,0,-118.23,0.98,999999999
1879,(주)비앤비성원,15200,Dec-11,1997-01-17,2012-05-01,,,  1차 금속 제조업,4,0.84,-3.27,-11.53,2.65,0.4,40.27,0,65.02,9.15,-14.33,3.31,-11.67,-17.45,-128,828.18,0.81,1.22,1.21,9.18,4.38,6.95,52.5,39.77,83.36,0.01,0.15,1.29,2.51,3.45,113.56,80.45,3.31,51.14,4.47,136.32,94.6,37.41,66.17,-5515.22,-3.6,-27.51,-516.69,-4.48,0,0,0,5.83,0.93
1880,(주)비앤에스미디어,156170,Dec-13,2013-07-01,2017-07-13,삭제,(코넥스),"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,(주)비앤에스미디어,156170,Dec-14,2013-07-01,2017-07-13,삭제,(코넥스),"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,(주)비앤에스미디어,156170,Dec-15,2013-07-01,2017-07-13,삭제,(코넥스),"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,(주)비앤에스미디어,156170,Dec-16,2013-07-01,2017-07-13,삭제,(코넥스),"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,(주)비엔씨컴퍼니,58370,Dec-11,2002-02-19,2017-05-08,,,  기타 기계 및 장비 제조업,4,0,0,0,0,0,0,0,0,12.65,8.25,9.79,10.82,26.83,191,814.56,1.31,3.25,2.17,2681.92,4.61,14.04,26,0.14,79.09,0.02,0,1.34,3.32,3.32,68.04,67.96,0.01,148.03,-18.56,100.22,150.04,39.51,40.32,3351.89,13.46,44.32,4424.53,20.53,9.22,90.78,40.19,4.32,1.12
1895,(주)비엔씨컴퍼니,58370,Dec-12,2002-02-19,2017-05-08,,,  도매 및 상품 중개업,4,-49.36,-1.73,5.39,-5.56,16.06,-22.32,0,3854.61,6.17,-2.13,-8.84,-0.73,-1.62,-10,384.57,0.34,0.76,0.53,33.49,1.47,4.04,90.36,10.9,247.91,0.01,0.03,0.38,0.95,0.97,66.77,62.57,0.05,101.84,-16.17,106.61,136.25,32.5,49.55,1704.31,7.25,22.93,4498.4,20.62,28.69,71.31,-10.31,1.1,-2.97
1896,(주)비엔씨컴퍼니,58370,Dec-13,2002-02-19,2017-05-08,,,  도매 및 상품 중개업,4,0,0,0,0,0,0,0,0,3.16,-32.92,-17.57,-34.11,-97.48,-286,847.68,1.04,2.96,1.93,19.4,4.37,12.04,30.3,18.81,83.44,0.01,0.09,0.97,2.23,2.52,76.29,67.51,0.13,185.75,-14.42,57.25,153.19,46.39,35,-3784.68,-21.16,-1793.22,-12287.51,-20.42,0,0,0,87.81,-4.45
1897,(주)비엔씨컴퍼니,58370,Dec-14,2002-02-19,2017-05-08,,,  도매 및 상품 중개업,4,-34.57,-60.97,-1.89,11.87,112.65,27.78,0,50.62,4.78,-44.25,-14.83,-28.32,-54.85,-173,355.75,0.64,1.24,1.28,10.13,2.82,7.92,46.09,36.03,129.39,0.01,0.2,0.67,1.28,1.47,163.24,141.08,3.62,50.33,20.53,63.45,70.68,52.99,66.52,-3910.44,-19.55,-4747.52,-19972.61,-32.25,0,0,0,82.65,-6.8
1898,(주)비엔씨컴퍼니,58370,Dec-15,2002-02-19,2017-05-08,,,  도매 및 상품 중개업,4,40.72,1010.63,59.69,55.61,28.14,51.99,0,5.61,15.67,-73.5,1.1,-49.05,-82.62,-877,432.65,0.67,1.12,1.4,11.54,3.24,14.12,25.84,31.63,112.76,0.01,1.54,0.73,1.28,1.44,118,106.87,4.47,82.57,7.89,194.13,88.08,51.75,54.77,-10900.41,-35.01,-1191.56,-1573.97,-63.88,0,0,0,34.22,0.41
1899,(주)비엔씨컴퍼니,58370,Dec-16,2002-02-19,2017-05-08,,,  도매 및 상품 중개업,4,-25.68,-26.15,15.02,5.47,38.94,-3.44,0,-26.24,14.89,-78.29,-19.76,-31.04,-48.71,-877,636.45,0.4,0.62,0.79,9.61,2.59,19.9,18.34,37.99,140.71,0.01,0,0.51,0.8,0.87,344.79,319.96,11.54,38.36,33.64,181.01,72.8,47.38,72.27,-7062.61,-21.51,-1045.35,-1401.95,-55.69,0,0,0,15.95,-6.52
1900,(주)비엔에프코퍼레이션,271780,Dec-18,2018-11-30,2020-11-05,삭제,(코넥스),  1차 금속 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,(주)비엔에프코퍼레이션,271780,Dec-19,2018-11-30,2020-11-05,삭제,(코넥스),  1차 금속 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,(주)삼우이엠씨,26250,Dec-11,1995-11-04,2013-04-12,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-19.04,-24.28,-35.08,-1.71,-41.64,36.79,0,-59.07,6.41,-20.7,-1.7,-17.16,-56.95,-1048,4888.13,0.83,2.75,1.86,22.52,5.75,8.77,41.61,16.2,63.44,0.03,0.05,0.69,1.5,1.6,88.82,85.86,0.7,346.37,-8.13,261.88,157.91,64.62,22.4,80462.31,40.83,243.97,1893.2,48.82,128.33,-28.33,-42.39,4.19,-0.5
2053,(주)삼우이엠씨,26250,Dec-12,1995-11-04,2013-04-12,,,  금속가공제품 제조업; 기계 및 가구 제외,4,-60.44,-19.4,-21.2,-48.46,-199.59,-63.39,0,-85.8,-69.05,-141.87,-40.73,-61.96,-101015.66,-2752,1933.94,0.44,0,1.05,26.87,5.47,6.14,59.44,13.59,66.74,0.05,0.04,0.28,0.75,0.77,32.83,32.4,0.34,0,-93.95,-260.79,0,45.91,0,-95400.91,-93.93,-349.56,0,-146.31,0,0,0,2.13,999999999
2357,(주)세기리텍,199870,Dec-15,2015-12-24,2018-03-28,삭제,(코넥스),  1차 금속 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,(주)세기리텍,199870,Dec-16,2015-12-24,2018-03-28,삭제,(코넥스),  1차 금속 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
