회사명,,,회사명,,중복
동서,,,제이브이엠,,10
동서,,,제이스텍,,10
동성하이켐,,,제이에스티나,,10
동성하이켐,,,제이에스피브이,,1
동성하이켐,,,제이에이치코오스,,1
동성하이켐,,,제이엘케이,,1
동성화인텍,,,제이와이피엔터테인먼트,,10
동성화인텍,,,제이웨이,,10
동성화인텍,,,제이콘텐트리,,8
동성화인텍,,,제이테크놀로지,,8
동성화인텍,,,제이티,,10
동성화인텍,,,제일바이오,,10
동성화인텍,,,제일테크노스,,10
동성화인텍,,,제반도체,,10
동성화인텍,,,제테마,,1
동성화인텍,,,젬백스&카엘,,10
동아엘텍,,,젬백스링크,,10
동아엘텍,,,조이시티,,10
동아엘텍,,,좋은사람들,,10
동아엘텍,,,노콜렉션,,1
동아엘텍,,,중앙디앤엠,,10
동아엘텍,,,중앙백신연구소,,10
동아엘텍,,,중앙에너비스,,10
동아엘텍,,,지노믹트리,,1
동아엘텍,,,지니뮤직,,10
동아엘텍,,,지니틱스,,2
동양에스텍,,,지디,,4
동양에스텍,,,지란지교시큐리티,,5
동양에스텍,,,지성이씨에스,,2
동양에스텍,,,지씨셀,,4
동양에스텍,,,지아이바이오,,2
동양에스텍,,,지앤에스티,,2
동양에스텍,,,지어소프트,,10
동양에스텍,,,지에스이,,10
동양에스텍,,,지엔씨에너지,,7
동양에스텍,,,지엔코,,10
동우팜투테이블,,,지티앤티,,4
동우팜투테이블,,,지티지웰니스,,2
동우팜투테이블,,,진로발효,,10
동우팜투테이블,,,진매트릭스,,10
동우팜투테이블,,,진바이오텍,,10
동우팜투테이블,,,진성티이씨,,10
동우팜투테이블,,,차바이오텍,,10
동우팜투테이블,,,창해에탄올,,6
동우팜투테이블,,,천보,,1
동우팜투테이블,,,체리부로,,3
동운아나텍,,,초록뱀미디어,,10
동운아나텍,,,초록뱀이앤엠,,8
동운아나텍,,,초록뱀컴퍼니,,10
동운아나텍,,,칩스앤미디어,,7
동운아나텍,,,카나리아바이오,,2
동원개발,,,카스,,10
동원개발,,,카이노스메드,,5
동원개발,,,카카오,,6
동원개발,,,카카오엠,,7
동원개발,,,캐리소프트,,1
동원개발,,,캐스텍코리아,,6
동원개발,,,캠시스,,10
동원개발,,,컴투스,,10
동원개발,,,컴투스홀딩스,,10
동원개발,,,케미메디,,1
동일기연,,,케스피온,,10
동일기연,,,케어랩스,,2
동일기연,,,케어젠,,5
동일기연,,,케이비지,,1
동일기연,,,케이사인,,6
동일기연,,,케이씨씨건설,,10
동일기연,,,케이씨아이,,10
동일기연,,,케이씨에스,,10
동일기연,,,케이씨티,,10
동일기연,,,케이씨피드,,10
동진쎄미켐,,,케이아이엔엑스,,9
동진쎄미켐,,,케이에스피,,10
동진쎄미켐,,,케이에이치바텍,,10
동진쎄미켐,,,케이엑스이노베이션,,9
동진쎄미켐,,,케이엑스하이텍,,10
동진쎄미켐,,,케이엔더블유,,10
동진쎄미켐,,,케이엔씨글로벌,,5
동진쎄미켐,,,케이엔엔,,10
동진쎄미켐,,,케이엔제이,,1
동진쎄미켐,,,케이엘넷,,10
두산테스나,,,케이엠,,10
두산테스나,,,케이엠더블유,,10
두산테스나,,,케이지모빌리언스,,10
두산테스나,,,케이지이니시스,,10
두산테스나,,,케이티서브마린,,10
두산테스나,,,케이티알파,,10
두산테스나,,,케이프,,10
듀오백,,,케이피에스,,3
듀오백,,,케이피에프,,10
듀오백,,,케이피엠테크,,10
듀오백,,,케이피티유,,10
듀오백,,,케일럼,,3
듀오백,,,켐온,,4
듀오백,,,켐트로닉스,,10
듀오백,,,켐트로스,,4
듀오백,,,코다코,,10
듀오백,,,코데즈컴바인,,10
드래곤플라이,,,코디,,10
드래곤플라이,,,코디엠,,5
드래곤플라이,,,코렌텍,,7
드래곤플라이,,,코리아나화장품,,10
드래곤플라이,,,코리아센터,,1
드래곤플라이,,,코리아에스이,,10
드래곤플라이,,,코맥스,,10
드래곤플라이,,,코메론,,10
드래곤플라이,,,코미코,,3
드래곤플라이,,,코미팜,,10
드림시큐리티,,,코세스,,10
드림시큐리티,,,코센,,10
드림시큐리티,,,코스나인,,10
드림시큐리티,,,코스메카코리아,,4
드림어스컴퍼니,,,코스온,,10
드림어스컴퍼니,,,코썬바이오,,3
드림어스컴퍼니,,,코아시아,,10
드림어스컴퍼니,,,코아시아옵틱스,,6
드림어스컴퍼니,,,코아에스앤아이,,1
드림어스컴퍼니,,,코엔텍,,10
드림어스컴퍼니,,,코원플레이,,10
드림어스컴퍼니,,,코윈테크,,1
드림어스컴퍼니,,,코이즈,,8
드림어스컴퍼니,,,코콤,,10
드림티엔터테인먼트,,,코텍,,10
드림티엔터테인먼트,,,코퍼스코리아,,1
드림티엔터테인먼트,,,코프라,,10
드림티엔터테인먼트,,,쿠첸,,3
디딤,,,큐로컴,,10
디딤,,,큐로홀딩스,,10
디딤,,,큐리어스,,1
디딤,,,큐리언트,,4
디모아,,,큐브엔터테인먼트,,6
디모아,,,큐에스아이,,10
디모아,,,크레버스,,10
디모아,,,크리스에프앤씨,,2
디모아,,,크린앤사이언스,,10
디모아,,,클라우드에어,,10
디모아,,,클래시스,,4
디모아,,,클루넷,,1
디모아,,,클리오,,4
디모아,,,키이스트,,10
디바이스이엔지,,,타이거일렉,,5
디바이스이엔지,,,탑엔지니어링,,10
디바이스이엔지,,,탑코미디어,,7
디스플레이테크,,,태경피엔에스,,1
디스플레이테크,,,태광,,10
디스플레이테크,,,태양,,10
디스플레이테크,,,태웅,,10
디스플레이테크,,,태웅로직스,,1
디스플레이테크,,,태창파로스,,4
디스플레이테크,,,터보테크,,3
디스플레이테크,,,테라리소스,,2
디스플레이테크,,,테라젠이텍스,,10
디스플레이테크,,,테라텍,,1
디아이디,,,테스,,10
디아이디,,,테크윙,,9
디아이디,,,텔레칩스,,10
디아이디,,,텔레필드,,10
디아크,,,텔콘알에프제약,,6
디아크,,,토박스코리아,,4
디아크,,,토비스,,10
디아크,,,토탈소프트뱅크,,10
디아크,,,톱텍,,10
디아크,,,투비소프트,,10
디아크,,,트라이써클,,1
디아크,,,트레이스,,7
디아크,,,트루윈,,6
디아크,,,특수건설,,10
디알젬,,,티라유텍,,1
디알젬,,,티로보틱스,,2
디알텍,,,티브로드도봉강북방송,,1
디알텍,,,티브로드한빛방송,,1
디알텍,,,티비씨,,10
디알텍,,,티사이언티픽,,10
디알텍,,,티씨엠생명과학,,4
디앤씨미디어,,,티씨케이,,10
디앤씨미디어,,,티앤알바이오팹,,2
디앤씨미디어,,,티에스넥스젠,,10
디에스,,,티에스엠텍,,4
디에스,,,티에스이,,9
디에스앤엘,,,티에스트릴리온,,3
디에스앤엘,,,티엘아이,,10
디에스앤엘,,,티움바이오,,1
디에스앤엘,,,티케이케미칼,,9
디에스앤엘,,,티플랙스,,10
디에스앤엘,,,티피씨,,9
디에스앤엘,,,티피씨메카트로닉스,,10
디에스케이,,,파나진,,10
디에스케이,,,파라다이스,,10
디에스케이,,,파라텍,,10
디에스케이,,,파루,,10
디에스케이,,,파마리서치,,5
디에스케이,,,파멥신,,2
디에스케이,,,파버나인,,6
디에스케이,,,파세코,,10
디에스케이,,,파수,,7
디에스케이,,,파워넷,,2
디에이치패션,,,파워로직스,,10
디에이테크놀로지,,,파이오링크,,7
디에이테크놀로지,,,파인넥스,,7
디에이테크놀로지,,,파인디앤씨,,10
디에이테크놀로지,,,파인디지털,,10
디에이테크놀로지,,,파인테크닉스,,10
디에이테크놀로지,,,파인텍,,5
디에이피,,,파커스,,10
디에이피,,,파크시스템스,,5
디에이피,,,파트론,,10
디에이피,,,파티게임즈,,5
디에이피,,,팜스빌,,1
디에이피,,,팜스토리,,10
디에이피,,,팬스타엔터프라이즈,,10
디에이피,,,팬엔터테인먼트,,10
디에이피,,,팬젠,,4
디에이피,,,펄어비스,,3
디엔에이링크,,,펩트론,,5
디엔에이링크,,,평산,,1
디엔에이링크,,,포메탈,,10
디엔에이링크,,,포스코아이씨티,,10
디엔에이링크,,,포스코엠텍,,10
디엔에이링크,,,포스코케미칼,,8
디엔에이링크,,,포인트엔지니어링,,3
디엔에이링크,,,폴라리스세원,,3
디엔에이링크,,,폴라리스오피스,,10
디엔에프,,,폴라리스우노,,10
디엔에프,,,폴리플러스,,1
디엔에프,,,푸드나무,,2
디엔에프,,,푸드웰,,10
디엔에프,,,푸른기술,,10
디엔에프,,,퓨쳐켐,,4
디엔에프,,,프럼파스트,,10
디엔에프,,,프로스테믹스,,6
디엔에프,,,프로텍,,10
디엔에프,,,프리엠스,,10
디엠에스,,,프리젠,,5
디엠에스,,,플래스크,,10
디엠에스,,,플랜티넷,,10
디엠에스,,,플레이위드,,10
디엠에스,,,플렉스컴,,5
디엠에스,,,플리토,,1
디엠에스,,,피델릭스,,10
디엠에스,,,피씨디렉트,,10
디엠에스,,,피앤텔,,9
디엠에스,,,피에이치씨,,10
디오,,,피엔티,,8
디오,,,피엔풍년,,10
디오,,,피엘에이,,5
디오,,,피엠디아카데미,,4
디오,,,피엠에스,,1
디오,,,피제이메탈,,10
디오,,,피제이전자,,10
디오,,,피피아이,,1
디오,,,픽셀플러스,,5
디오,,,필옵틱스,,3
디와이디,,,하림,,9
디와이디,,,하림지,,3
디와이디,,,하림홀딩스,,7
디와이디,,,하이로닉,,6
디이엔티,,,하이비젼시스템,,9
디이엔티,,,하이소닉,,10
디이엔티,,,하이텍팜,,10
디이엔티,,,하츠,,10
디이엔티,,,한국가구,,10
디이엔티,,,한국경제티브이,,10
디이엔티,,,한국비엔씨,,5
디이엔티,,,한국코퍼레이션,,10
디이엔티,,,한국큐빅,,10
디이엔티,,,한국테크놀로지,,10
디지아이,,,한국팩키지,,10
디지아이,,,한글과컴퓨터,,10
디지아이,,,한네트,,10
디지아이,,,한독크린텍,,1
디지아이,,,한빛소프트,,10
디지아이,,,한송네오텍,,3
디지아이,,,한일진공,,8
디지아이,,,한진피앤씨,,6
디지아이,,,한창바이오텍,,10
디지아이,,,한컴위드,,10
디지캡,,,한컴지엠디,,8
디지캡,,,한탑,,10
디지털대성,,,해피드림,,4
디지털대성,,,핸디소프트,,4
디지털대성,,,헥토이노베이션,,5
디지털대성,,,헥토파이낸셜,,1
디지털대성,,,헬릭스미스,,10
디지털대성,,,현대공업,,7
디지털대성,,,현대바이오랜드,,10
디지털대성,,,현대에버다임,,10
디지털대성,,,현대이지웰,,7
디지털대성,,,협진,,7
디지텍시스템스,,,형지아이앤씨,,10
디지텍시스템스,,,홈센타홀딩스,,10
디지텍시스템스,,,홈캐스트,,10
디지틀조선일보,,,화신정공,,10
디지틀조선일보,,,화진,,8
디지틀조선일보,,,휴네시온,,2
디지틀조선일보,,,휴맥스,,10
디지틀조선일보,,,휴맥스홀딩스,,10
디지틀조선일보,,,휴먼엔,,10
디지틀조선일보,,,휴먼텍코리아,,2
디지틀조선일보,,,휴메딕스,,6
디지틀조선일보,,,휴비츠,,10
디지틀조선일보,,,휴센텍,,3
디케이앤디,,,휴엠앤씨,,3
디케이앤디,,,휴온스,,4
디케이티,,,휴온스글로벌,,10
디케이티,,,흥국,,10
디티앤씨,,,흥국에프엔비,,5
디티앤씨,,,희림종합건축사사무소,,10
디티앤씨,,,힘스,,3
디티앤씨,,,힘스인터내셔널,,1
디티앤씨,,,3노드디지탈그룹유한공사,,2
디티앤씨,,,KB오토시스,,10
디피앤케이,,,KCW,,4
디피앤케이,,,KD,,10
딜리,,,가온미디어,,10
딜리,,,감성코퍼레이션,,10
딜리,,,갤럭시아머니트리,,10
딜리,,,경남스틸,,10
딜리,,,경남제약,,10
딜리,,,경동제약,,10
딜리,,,경창산업,,10
딜리,,,고려신용정보,,10
딜리,,,고려제약,,10
라닉스,,,광진실업,,10
라온테크,,,국일신동,,6
라온테크,,,국일제지,,10
라온테크,,,글로벌에스엠테크리미티드,,10
라온테크,,,글로벌텍스프리,,4
라온테크,,,글로본,,4
라온테크,,,금강제강,,1
라이온켐텍,,,금강철강,,10
라이온켐텍,,,나노캠텍,,10
라이온켐텍,,,나라엠앤디,,10
라이온켐텍,,,나무기술,,4
라이온켐텍,,,나이스정보통신,,10
라이온켐텍,,,나이스평가정보,,10
라이온켐텍,,,남화산업,,2
라이트론,,,남화토건,,8
라이트론,,,넥스콘테크놀러지,,1
라이트론,,,농업회사법인농우바이오,,9
라이트론,,,뉴지랩파마,,5
라이트론,,,닉스테크,,2
라이트론,,,다믈멀티미디어,,10
라이트론,,,대동금속,,10
라이트론,,,대동기어,,10
라이트론,,,대모엔지니어링,,1
라이트론,,,대보마그네틱,,2
라파스,,,대봉엘에스,,10
랩지노믹스,,,대아티아이,,10
랩지노믹스,,,대양전기공업,,9
랩지노믹스,,,대양제지공업,,10
랩지노믹스,,,대원미디어,,10
랩지노믹스,,,대원산업,,10
랩지노믹스,,,대정화금,,10
러셀,,,대산업,,10
러셀,,,대전자재료,,10
러셀,,,대한광통신,,10
레고켐바이오사이언스,,,대한그린파워,,10
레고켐바이오사이언스,,,대한뉴팜,,10
레고켐바이오사이언스,,,대한약품공업,,10
레고켐바이오사이언스,,,대화제약,,10
레고켐바이오사이언스,,,더이앤엠,,10
레고켐바이오사이언스,,,덕산네오룩스,,5
레고켐바이오사이언스,,,덕산하이메탈,,10
레드로버,,,덕우전자,,3
레드로버,,,데브시스터즈,,6
레드로버,,,도이치모터스,,10
레드로버,,,동국산업,,10
레드로버,,,동국제약,,10
레드로버,,,동신건설,,10
레드로버,,,동아화성,,10
레드로버,,,동양이엔피,,10
레드로버,,,동양텔레콤,,1
레드로버,,,동양파일,,4
레드캡투어,,,동일금속,,10
레드캡투어,,,동일철강,,10
레드캡투어,,,동화기업,,10
레드캡투어,,,디브이에스코리아,,3
레드캡투어,,,디아이티,,2
레드캡투어,,,디엑스앤브이엑스,,5
레드캡투어,,,디와이피엔에프,,10
레드캡투어,,,디젠스,,8
레드캡투어,,,디케이락,,10
레드캡투어,,,라온시큐어,,10
레이,,,라온피플,,1
레이언스,,,램테크놀러지,,7
레이언스,,,레이젠,,7
레이언스,,,로스웰인터내셔널유한회사,,5
레이언스,,,로체시스템즈,,10
레이크머티리얼즈,,,리노공업,,10
렉스엘이앤지,,,마이크로로봇,,6
렉스엘이앤지,,,매일유업,,3
렉스엘이앤지,,,매일홀딩스,,10
로보로보,,,메가스터디,,10
로보로보,,,메가스터디교육,,5
로보로보,,,메가엠디,,5
로보로보,,,메디앙스,,10
로보스타,,,메디포스트,,10
로보스타,,,명성티엔에스,,2
로보스타,,,모바일어플라이언스,,3
로보스타,,,모트렉스,,3
로보스타,,,무림에스피,,10
로보스타,,,미디어젠,,1
로보스타,,,미래나노텍,,10
로보스타,,,미리넷,,1
로보스타,,,미스터블루,,6
로보티즈,,,미제강,,1
로보티즈,,,바디텍메드,,6
로지시스,,,바이온,,10
로지시스,,,베뉴지,,10
로지시스,,,보성파워텍,,10
로지시스,,,부산방직공업,,5
로지시스,,,브릿지바이오테라퓨틱스,,1
루멘스,,,비디아이,,3
루멘스,,,비에이치아이,,10
루멘스,,,비플라이소프트,,5
루멘스,,,빛샘전자,,8
루멘스,,,삼강엠앤티,,10
루멘스,,,삼륭물산,,10
루멘스,,,삼목강업,,2
루멘스,,,삼목에스폼,,10
루멘스,,,삼보모터스,,10
루멘스,,,삼보산업,,10
루트로닉,,,삼아제약,,10
루트로닉,,,삼영엠텍,,10
루트로닉,,,삼영이엔씨,,10
루트로닉,,,삼지전자,,10
루트로닉,,,삼천당제약,,10
루트로닉,,,삼천리자전거,,10
루트로닉,,,삼현철강,,10
루트로닉,,,상신이디피,,10
루트로닉,,,상신전자,,3
루트로닉,,,서암기계공업,,9
룩손에너지홀딩스,,,서울반도체,,10
룩손에너지홀딩스,,,서울전자통신,,10
룽투코리아,,,서호전기,,10
룽투코리아,,,성우전자,,10
룽투코리아,,,성우테크론,,10
룽투코리아,,,성융광전투자유한공사,,1
룽투코리아,,,성호전자,,10
룽투코리아,,,세명전기공업,,10
룽투코리아,,,세미텍,,3
룽투코리아,,,세신버팔로,,3
룽투코리아,,,세종머티리얼즈,,4
룽투코리아,,,세종텔레콤,,10
리노스,,,소니드,,10
리노스,,,소프트캠프,,6
리노스,,,솔브레인홀딩스,,10
리노스,,,스탠다드펌,,1
리노스,,,스튜디오드래곤,,3
리노스,,,시그네틱스,,10
리노스,,,신라섬유,,10
리노스,,,신라에스지,,10
리노스,,,신라젠,,4
리노스,,,신성델타테크,,10
리더스코스메틱,,,신신제약,,3
리더스코스메틱,,,신원종합개발,,10
리더스코스메틱,,,신일제약,,10
리더스코스메틱,,,신화인터텍,,10
리더스코스메틱,,,신흥에스이씨,,3
리더스코스메틱,,,쌍용건설,,3
리더스코스메틱,,,쌍용정보통신,,10
리더스코스메틱,,,씨비아이,,10
리더스코스메틱,,,씨아이에스,,5
리더스코스메틱,,,씨앤지하이테크,,2
리드,,,씨앤티85,,10
리드,,,씨에스베어링,,1
리드,,,씨제이바이오사이언스,,1
리드,,,씨제이이앤엠,,7
리드코프,,,씨제이프레시웨이,,10
리드코프,,,씨큐브,,9
리드코프,,,아미코젠,,7
리드코프,,,아비코전자,,10
리드코프,,,아스팩오일,,1
리드코프,,,아이스테이션,,1
리드코프,,,아이쓰리시스템,,5
리드코프,,,아이이,,6
리드코프,,,아이진,,5
리드코프,,,아이큐어,,2
리메드,,,아이크래프트,,10
링네트,,,아이텍,,10
링네트,,,아진산업,,5
링네트,,,안국약품,,10
링네트,,,알리코제약,,2
링네트,,,알서포트,,8
링네트,,,알에스오토메이션,,3
링네트,,,알에프머트리얼즈,,1
링네트,,,알에프에이치아이씨,,4
링네트,,,압타바이오,,1
링네트,,,애니젠,,4
링크제니시스,,,애머릿지코퍼레이션,,10
링크제니시스,,,앱클론,,3
마니커에프앤지,,,어보브반도체,,10
마이스코,,,어울림네트웍스,,1
마이스코,,,어울림엘시스,,1
마이크로디지탈,,,어울림정보기술,,1
마이크로컨텍솔루션,,,에버테크노,,3
마이크로컨텍솔루션,,,에스넷시스템,,10
마이크로컨텍솔루션,,,에스디엔,,10
마이크로컨텍솔루션,,,에스맥,,10
